video_name,aircraft,visibility,mist,fog,haze,sky_cover_l1,cloud_height_l1,rain,snow,video_name_datetime
0_2022-12-29-15-36-33,1,10.0,False,False,False,OVC,4900,False,False,2022-12-29 15:36:33+00:00
0_2022-12-30-09-00-10,2,10.0,False,False,False,SCT,7000,False,False,2022-12-30 09:00:10+00:00
0_2022-12-30-09-05-42,5,10.0,False,False,False,SCT,7000,False,False,2022-12-30 09:05:42+00:00
1_2023-02-17-15-33-31,1,10.0,False,False,False,OVC,3400,False,False,2023-02-17 15:33:31+00:00
1_2023-02-17-16-06-26,3,8.0,False,False,False,OVC,3300,False,False,2023-02-17 16:06:26+00:00
0_2023-02-17-16-18-19,3,8.0,False,False,False,OVC,3300,False,False,2023-02-17 16:18:19+00:00
1_2023-02-17-16-37-38,2,8.0,False,False,False,OVC,3300,False,False,2023-02-17 16:37:38+00:00
0_2023-02-19-14-56-24,1,10.0,False,False,False,CLR,M,False,False,2023-02-19 14:56:24+00:00
1_2023-02-19-16-07-18,1,10.0,False,False,False,CLR,M,False,False,2023-02-19 16:07:18+00:00
0_2023-02-19-16-07-18,1,10.0,False,False,False,CLR,M,False,False,2023-02-19 16:07:18+00:00
1_2023-02-20-11-09-48,1,10.0,False,False,False,OVC,6000,False,False,2023-02-20 11:09:48+00:00
1_2023-02-20-13-29-40,7,8.0,False,False,False,BKN,4000,True,False,2023-02-20 13:29:40+00:00
1_2023-02-22-15-21-49,1,10.0,False,False,False,BKN,7500,False,False,2023-02-22 15:21:49+00:00
1_2023-02-23-12-17-01,5,10.0,False,False,False,FEW,7000,False,False,2023-02-23 12:17:01+00:00
